customerID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Serviço_Telefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Servico_Internet
9578-VRMNM,FEMININO,0,No,No,16,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.2,1043.35,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1587-FKLZB,MASCULINO,1,Yes,Yes,66,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),99.5,6822.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6140-QNRQQ,MASCULINO,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,71.55,71.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8963-JLGJT,MASCULINO,0,No,Yes,3,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,55.9,157.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4307-KTUMW,MASCULINO,0,Yes,No,53,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,93.9,5029.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1465-LNTLJ,MASCULINO,1,Yes,No,8,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),64.4,581.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5440-FLBQG,MASCULINO,1,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),108.4,7318.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2135-DQWAQ,FEMININO,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,85.3,420.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4056-QHXHZ,FEMININO,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Mailed check,107.45,7576.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7470-MCQTK,FEMININO,0,Yes,No,13,No,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),48.75,633.4,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7488-MXJIV,FEMININO,0,No,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.65,321.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7401-JIXNM,FEMININO,0,Yes,Yes,54,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),91.3,4965.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9339-FIIJL,MASCULINO,0,Yes,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.95,6151.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2027-FECZV,MASCULINO,0,No,No,12,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,106.7,1253.9,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2672-DZUOY,MASCULINO,0,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,25.15,25.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4706-DGAHW,MASCULINO,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.2,45.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3870-MQAMG,FEMININO,0,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,One year,Electronic check,110.35,5893.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6670-MFRPK,MASCULINO,0,Yes,Yes,69,Yes,Fiber optic,No,No,No,Two year,Credit card (automatic),79.2,5420.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6177-PEVRA,FEMININO,0,No,No,48,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),55.5,2627.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4800-CZMPC,FEMININO,0,Yes,Yes,48,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),103.25,5037.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4813-HQMGZ,FEMININO,0,Yes,No,8,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,90.25,743.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7579-KKLOE,MASCULINO,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,91.25,6589.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7377-DMMRI,MASCULINO,0,No,No,2,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,47.8,92.45,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8402-EIVQS,MASCULINO,0,Yes,No,67,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),100.9,6733.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4947-DSMXK,MASCULINO,0,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),97.7,3410.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7245-NIIWQ,FEMININO,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.85,199.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0002-ORFBO,FEMININO,0,Yes,Yes,9,Yes,DSL,No,Yes,Yes,One year,Mailed check,65.6,593.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3324-OIRTO,MASCULINO,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.65,7288.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5414-OFQCB,MASCULINO,0,No,No,57,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),90.45,5229.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4967-WPNCF,MASCULINO,0,No,No,72,No,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),63.7,4464.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8552-OBVRU,FEMININO,1,Yes,Yes,48,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,104.5,5068.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8499-BRXTD,MASCULINO,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.1,401.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9154-QDGTH,MASCULINO,0,Yes,Yes,43,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),104.3,4451.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8197-BFWVU,FEMININO,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),93.25,6688.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2577-GVSIL,MASCULINO,0,Yes,Yes,35,Yes,DSL,No,Yes,Yes,One year,Bank transfer (automatic),73.45,2661.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9367-OIUXP,MASCULINO,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.7,73.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6770-UAYGJ,FEMININO,0,Yes,Yes,49,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.25,1211.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6463-HHXJR,FEMININO,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),100.5,7030.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7928-VJYAB,MASCULINO,0,Yes,Yes,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.6,1020.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1187-WILMM,MASCULINO,0,Yes,Yes,63,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.4,5597.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9776-OJUZI,FEMININO,1,No,No,65,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.45,6223.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1306-RPWXZ,FEMININO,0,No,Yes,49,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.45,1024.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8949-JTMAY,FEMININO,0,No,No,29,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),98.6,2933.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2774-LVQUS,FEMININO,1,Yes,No,15,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,83.05,1258.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3097-PYWXL,FEMININO,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.95,82.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2266-SJNAT,FEMININO,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),109.15,7789.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0869-PAPRP,FEMININO,1,Yes,No,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),85.7,2067.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4238-JSSWH,FEMININO,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),102.05,3452.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2972-YDYUW,FEMININO,0,No,No,57,Yes,Fiber optic,No,Yes,No,One year,Electronic check,94.7,5468.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1104-FEJAM,MASCULINO,0,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Electronic check,64.4,1802.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2809-ILCYT,FEMININO,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,26.8,733.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5499-ECUTN,FEMININO,0,Yes,No,47,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),66.05,3021.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4981-FLTMF,FEMININO,0,Yes,Yes,57,Yes,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),65.2,3687.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9121-PHQSR,MASCULINO,1,Yes,No,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),85.05,1391.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3113-IWHLC,MASCULINO,0,No,No,5,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,55.8,274.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3211-ILJTT,MASCULINO,0,Yes,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),70.4,1214.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4612-THJBS,FEMININO,1,No,No,56,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),104.75,5510.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4277-BWBML,MASCULINO,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.95,1322.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4094-NSEDU,FEMININO,1,No,No,21,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.25,1973.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0234-TEVTT,FEMININO,0,Yes,Yes,48,No,DSL,Yes,No,No,One year,Credit card (automatic),45.0,2196.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4304-TSPVK,FEMININO,0,Yes,No,68,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.9,7843.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1552-AAGRX,FEMININO,0,No,No,30,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),106.4,3211.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2637-FKFSY,FEMININO,0,Yes,No,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,46.1,130.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9796-MVYXX,FEMININO,1,No,No,14,No,DSL,Yes,Yes,No,Two year,Mailed check,39.7,692.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7874-ECPQJ,FEMININO,0,No,Yes,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,85.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0020-INWCK,FEMININO,0,Yes,Yes,71,Yes,Fiber optic,No,No,No,Two year,Credit card (automatic),95.75,6849.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7089-RKVSZ,MASCULINO,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,24.4,203.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2683-JXWQQ,MASCULINO,0,Yes,Yes,61,No,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),33.6,2117.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9548-ZMVTX,MASCULINO,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),90.45,6565.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8739-XNIKG,FEMININO,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,84.0,424.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9755-JHNMN,FEMININO,0,No,No,49,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),67.4,3306.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3981-QSVQI,MASCULINO,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.7,168.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2789-HQBOU,MASCULINO,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.35,253.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9424-CMPOG,MASCULINO,0,Yes,Yes,9,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,197.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5067-WJEUN,MASCULINO,0,Yes,Yes,67,Yes,DSL,Yes,No,No,Two year,Bank transfer (automatic),54.2,3838.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3450-WXOAT,MASCULINO,0,No,No,46,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),45.2,2065.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9251-WNSOD,FEMININO,0,Yes,No,67,Yes,DSL,Yes,No,No,One year,Mailed check,75.1,5064.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6974-DAFLI,FEMININO,0,Yes,No,55,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,19.7,1140.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2616-UUTFK,MASCULINO,0,Yes,No,33,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),72.75,2447.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7064-JHXCE,MASCULINO,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,1263.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5103-MHMHY,FEMININO,0,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.95,45.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7989-AWGEH,MASCULINO,0,Yes,Yes,49,No,DSL,Yes,No,No,Month-to-month,Electronic check,39.2,1838.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4373-VVHQL,MASCULINO,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.75,44.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4559-UWIHT,MASCULINO,0,Yes,No,14,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,82.65,1185.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7268-IGMFD,MASCULINO,1,No,No,18,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),93.9,1743.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1846-XWOQN,FEMININO,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.15,70.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0235-KGSLC,FEMININO,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),85.55,85.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6650-BWFRT,FEMININO,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),117.15,8529.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9570-KYEUA,MASCULINO,0,No,No,64,Yes,Fiber optic,Yes,Yes,No,Two year,Credit card (automatic),99.25,6549.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6993-YGFJV,MASCULINO,0,Yes,No,69,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),112.55,7806.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2712-SYWAY,FEMININO,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.7,25.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0730-BGQGF,MASCULINO,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.3,6287.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5498-IBWPI,FEMININO,0,Yes,Yes,66,Yes,DSL,No,Yes,No,One year,Credit card (automatic),49.4,3251.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9101-NTIXF,MASCULINO,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.4,50.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0013-SMEOE,FEMININO,1,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),109.7,7904.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9314-QDMDW,MASCULINO,0,No,No,11,Yes,DSL,No,No,Yes,One year,Electronic check,61.25,729.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9308-ANMVE,MASCULINO,0,No,Yes,47,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,55.3,2654.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2884-GBPFB,FEMININO,0,Yes,No,35,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.3,2416.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3757-NJYBX,MASCULINO,1,Yes,No,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),106.35,3520.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3413-DHLPB,MASCULINO,0,Yes,Yes,60,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),103.75,5969.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7649-PHJVR,MASCULINO,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.5,226.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6114-TCFID,FEMININO,0,No,No,29,No,DSL,Yes,Yes,No,One year,Credit card (automatic),39.5,1082.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3787-TRIAL,MASCULINO,0,Yes,Yes,21,No,DSL,No,No,No,Month-to-month,Electronic check,26.05,565.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2573-GYRUU,MASCULINO,1,Yes,No,48,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),91.05,4370.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5156-UMKOW,FEMININO,0,No,Yes,3,No,DSL,No,No,No,Month-to-month,Mailed check,29.65,90.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1247-QBVSH,FEMININO,0,Yes,Yes,43,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.2,2169.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6734-GMPVK,MASCULINO,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,105.3,550.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9822-OAOVB,FEMININO,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,55.45,55.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6161-ERDGD,MASCULINO,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,One year,Electronic check,85.45,6300.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1226-JZNKR,FEMININO,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,19.8,160.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7318-EIVKO,MASCULINO,0,No,No,8,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,59.25,436.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3771-PZOBW,MASCULINO,0,No,No,20,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.7,1781.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5136-KCKGI,FEMININO,0,Yes,Yes,33,Yes,Fiber optic,Yes,No,Yes,One year,Mailed check,103.7,3467.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8231-BSWXX,MASCULINO,0,No,No,71,Yes,Fiber optic,No,No,No,One year,Credit card (automatic),79.05,5552.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6486-LHTMA,FEMININO,1,Yes,No,31,Yes,Fiber optic,No,No,Yes,One year,Electronic check,90.7,2835.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4083-BFNYK,FEMININO,1,Yes,No,38,Yes,Fiber optic,Yes,No,No,One year,Credit card (automatic),95.0,3591.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3722-WPXTK,MASCULINO,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,88.35,88.35,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7389-KBFIT,FEMININO,0,Yes,Yes,2,No,DSL,No,No,No,Month-to-month,Mailed check,30.25,63.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7176-WIONM,FEMININO,0,Yes,No,12,No,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),49.85,617.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
